2001	52
visited	51
trip	51
translated	51
transformed	51
thomas	51
store	51
steer	51
resistance	51
reminded	51
pulled	51
poetic	51
park	51
parallel	51
mistakes	51
minority	51
judgment	51
interaction	51
identified	51
houses	51
honestly	51
german	51
founding	51
forgive	51
feed	51
facts	51
else's	51
elected	51
doctor	51
disease	51
discourse	51
destroy	51
brown	51
broader	51
blessing	51
battle	51
army	51
80	51
youth	50
vulnerability	50
translation	50
sources	50
robert	50
rituals	50
recognizing	50
questioning	50
protect	50
press	50
personality	50
participate	50
non-muslims	50
legal	50
intelligent	50
hopes	50
gained	50
flesh	50
features	50
exploration	50
establish	50
ears	50
developing	50
dance	50
chaos	50
campaign	50
buddhism	50
artists	50
arrived	50
analysis	50
allowing	50
absence	50
traveling	49
territory	49
teenager	49
suffered	49
staying	49
slavery	49
serving	49
services	49
section	49
reveal	49
reminders	49
remembered	49
region	49
readings	49
promise	49
production	49
processes	49
openness	49
jerusalem	49
it'll	49
hoping	49
glass	49
fantastic	49
faiths	49
explored	49
everybody's	49
enemies	49
empty	49
demand	49
culturally	49
compared	49
centers	49
association	49
apparently	49
apm	49
andrew	49
17	49
typical	48
trees	48
traveled	48
transition	48
transformative	48
throwing	48
terror	48
struggled	48
stranger	48
sadness	48
react	48
openly	48
newspaper	48
mountain	48
morally	48
mediterranean	48
library	48
layers	48
interestingly	48
grows	48
gifts	48
gay	48
falls	48
exchange	48
engagement	48
drives	48
discoveries	48
destructive	48
depending	48
currently	48
characters	48
brilliant	48
bremer	48
average	48
athletically	48
approaches	48
activities	48
2004	48
victims	47
suspect	47
subjects	47
skin	47
shot	47
sex	47
sciences	47
scared	47
sake	47
rid	47
removed	47
radically	47
politicians	47
perceive	47
pastor	47
origin	47
offering	47
occur	47
mirror	47
lower	47
humble	47
holocaust	47
headlines	47
hair	47
fiction	47
false	47
exposed	47
evolve	47
established	47
engaging	47
empathy	47
drew	47
directions	47
dear	47
connecting	47
compelling	47
citizen	47
carefully	47
camp	47
brains	47
blind	47
authentic	47
adventure	47
vote	46
vivid	46
train	46
tool	46
status	46
sphere	46
smart	46
river	46
reverence	46
revealed	46
resonance	46
required	46
released	46
relation	46
realization	46
pursue	46
publicly	46
progressive	46
positions	46
pattern	46
overcome	46
nevertheless	46
ms	46
missed	46
loud	46
invitation	46
hopefully	46
garden	46
film	46
expand	46
equation	46
enjoyed	46
elsewhere	46
description	46
cycle	46
credit	46
contribute	46
china	46
chief	46
challenged	46
capital	46
biology	46
believers	46
beingtweets	46
beautifully	46
wind	45
upset	45
understands	45
trajectory	45
threat	45
tears	45
square	45
spending	45
romantics	45
responded	45
relatives	45
prize	45
occurs	45
narrow	45
mixed	45
messaging	45
memoir	45
marked	45
low	45
literary	45
lens	45
janjua	45
island	45
indian	45
impulses	45
green	45
grade	45
gender	45
fathers	45
einstein	45
duty	45
devoted	45
destruction	45
designed	45
debates	45
conviction	45
busy	45
burden	45
breaking	45
bought	45
assumption	45
alongside	45
academic	45
virtually	44
urban	44
trauma	44
tragic	44
suffer	44
solutions	44
shapes	44
sensed	44
rooted	44
results	44
prophetic	44
precious	44
policies	44
poets	44
observe	44
miracle	44
messy	44
meetings	44
influential	44
hallmark	44
grandparents	44
framework	44
fixed	44
expert	44
emerge	44
deny	44
data	44
count	44
congress	44
communication	44
comments	44
cell	44
catch	44
boys	44
benefits	44
assumed	44
argued	44
approaching	44
appreciation	44
agreement	44
agenda	44
advice	44
21st-century	44
1970s	44
14	44
tonight	43
tolerance	43
supported	43
somebody's	43
skills	43
shiraz	43
scriptures	43
scholarship	43
sacrifice	43
report	43
reminds	43
reform	43
reconciliation	43
pursuing	43
prominent	43
mountains	43
map	43
mainstream	43
logical	43
labor	43
jaroslav	43
independent	43
hungry	43
hunger	43
heal	43
hang	43
frame	43
faced	43
encouraged	43
edges	43
echo	43
dreams	43
divinity	43
difficulties	43
design	43
convictions	43
confused	43
classroom	43
buildings	43
bread	43
boston	43
beneath	43
astonishing	43
activists	43
21	43
2006	43
transcendent	42
survived	42
stronger	42
significance	42
sets	42
responding	42
require	42
represented	42
referred	42
recall	42
reactions	42
rate	42
rarely	42
provides	42
provided	42
product	42
peaceful	42
passions	42
opportunities	42
musical	42
ministering	42
mess	42
industry	42
immigrants	42
generosity	42
eternal	42
eating	42
detail	42
delusions	42
cool	42
component	42
colleague	42
closed	42
category	42
burning	42
bank	42
attend	42
assumptions	42
arab	42
affairs	42
50s	42
300	42
2007	42
2002	42
types	41
transform	41
theories	41
struggles	41
strivings	41
stages	41
split	41
shock	41
sensitive	41
sending	41
richness	41
represents	41
relative	41
reasonable	41
quest	41
previously	41
potentially	41
physicist	41
phrases	41
philosophers	41
pages	41
obama	41
network	41
motivated	41
mathematics	41
maintained	41
linked	41
laughs	41
journalists	41
improve	41
immersed	41
hot	41
gradually	41
globe	41
gentle	41
genius	41
follows	41
fly	41
explained	41
evolutionary	41
enduring	41
encounters	41
educational	41
delight	41
confronted	41
co-parent	41
chair	41
behave	41
attached	41
arguing	41
angels	41
actively	41
24	41
19th-century	41
worthy	40
tries	40
treatment	40
tested	40
terrorism	40
stunning	40
strangers	40
spot	40
souls	40
sight	40
shown	40
sermon	40
scary	40
salvation	40
returned	40
refer	40
recorded	40
realistic	40
powers	40
pivotal	40
perceived	40
market	40
laid	40
kindness	40
invisible	40
intention	40
hall	40
guests	40
germany	40
financial	40
female	40
fate	40
essays	40
deeds	40
dealt	40
date	40
criticism	40
christmas	40
children's	40
bless	40
arm	40
afterwards	40
accepting	40
2003	40
workers	39
well-being	39
weight	39
walks	39
vital	39
unknown	39
tends	39
temple	39
sustain	39
surely	39
suggesting	39
smaller	39
slave	39
shoes	39
robust	39
retreat	39
responses	39
pursuit	39
producing	39
privileged	39
parties	39
nuclear	39
notions	39
mr	39
mp3s	39
ministry	39
lifelong	39
kitchen	39
joke	39
innocent	39
inform	39
ill	39
globally	39
genesis	39
fullness	39
formative	39
foot	39
fears	39
fabric	39
dry	39
devout	39
demands	39
crises	39
converted	39
conversion	39
consistent	39
conscience	39
buddhists	39
believer	39
bedrock	39
advantage	39
abortion	39
wave	38
twice	38
treating	38
till	38
shaping	38
settled	38
saturday	38
saint	38
rising	38
remove	38
purposes	38
pretend	38
preparing	38
preaching	38
plane	38
per	38
occasion	38
normally	38
nonetheless	38
noble	38
naming	38
mothers	38
moses	38
manage	38
lineage	38
intersection	38
intellectually	38
inspiring	38
inevitable	38
heritage	38
hatred	38
hardly	38
hardest	38
gather	38
francisco	38
france	38
favor	38
fallen	38
emphasize	38
efforts	38
drug	38
doctrine	38
divorce	38
de	38
dayton	38
cynical	38
connects	38
collectively	38
code	38
closest	38
climate	38
bet	38
beneficial	38
accessible	38
40s	38
20th-century	38
2010	38
wrestle	37
valuable	37
trial	37
theater	37
supports	37
suicide	37
strategy	37
shocked	37
screen	37
rural	37
relations	37
rejected	37
purest	37
proper	37
presidential	37
prefer	37
praise	37
permission	37
patterns	37
myth	37
motion	37
moon	37
meanings	37
maintain	37
laughing	37
invented	37
introduction	37
intimacy	37
imagery	37
ideals	37
grappling	37
frightening	37
flowers	37
fearful	37
faster	37
enlightenment	37
empire	37
doors	37
distinguish	37
desert	37
depths	37
claims	37
celebration	37
categories	37
breathe	37
behalf	37
babies	37
attended	37
attack	37
asia	37
appeared	37
answered	37
addressing	37
added	37
70	37
uh	36
trade	36
substance	36
studio	36
stretch	36
stick	36
steeped	36
settle	36
